name,full name,overall,club,league,nation,age,height,weight,foot,pac,acceleration,sprint speed,dri,agility,balance,reactions,ball control,dribbling,composure,sho,positioning,finishing,shot power,long_shots,volleys,penalties,defending,interceptions,heading accuracy,marking,standing tackle,sliding tackle,pas,vision,crossing,free kick accuracy,short passing,long passing,curve,phy,jumping,stamina,strength,aggression
campbell,joel campbell,77,real betis,laliga santander,costa rica,25,178,72,left,85,86,85,78,85,76,72,77,79,74,73,75,70,82,74,64,75,42,45,52,38,40,42,73,75,76,69,74,68,72,71,78,66,74,70
marcelo,marcelo dos santos ferreira,77,rio ave fc,liga nos,brazil,28,182,74,right,70,69,70,54,65,68,76,60,41,76,28,24,24,39,22,28,42,78,77,80,76,81,78,48,38,37,27,65,51,35,73,90,70,72,73
meite,soualiho meite,77,as monaco football club sa,ligue 1 conforama,france,24,187,80,right,71,69,72,73,67,52,73,78,73,71,54,66,38,73,72,37,51,74,74,75,70,78,71,70,68,67,48,77,78,43,82,72,83,85,76
gentiletti,santiago gentiletti,77,genoa,calcio a,argentina,33,186,77,left,69,69,69,63,61,62,72,65,59,74,36,29,13,78,48,30,43,78,78,76,77,80,78,57,52,49,63,60,65,58,73,78,53,79,80
sanchez,carlos sanchez,77,monterrey,liga bancomer mx,uruguay,33,170,66,right,88,87,89,75,81,77,80,76,73,75,72,74,69,76,76,75,65,54,70,69,37,60,45,74,79,69,69,74,78,71,72,75,89,61,77
luis hernandez,luis hernandez rodriguez,77,malaga cf,laliga santander,spain,28,182,74,right,72,71,72,66,69,68,77,73,59,69,50,55,37,70,55,53,54,78,82,69,76,78,81,66,55,69,42,74,71,58,76,82,81,76,68
haller,sebastien haller,77,eintracht frankfurt,bundesliga,france,23,190,88,right,76,74,78,72,64,51,76,79,72,67,75,77,79,77,62,70,88,35,30,75,35,26,29,55,70,40,46,64,35,52,76,80,72,91,41
feddal,zouhair feddal,77,real betis,laliga santander,morocco,28,191,83,left,55,46,62,58,48,35,68,65,56,69,49,44,40,67,56,39,48,78,81,73,78,79,71,58,47,57,38,66,68,36,76,71,65,79,82
pavoletti,leonardo pavoletti,77,cagliari,calcio a,italy,29,188,78,right,67,67,67,69,65,59,76,74,66,73,76,80,83,80,56,80,64,27,24,82,20,21,17,49,52,33,28,64,36,49,76,82,69,85,60
chiriches,vlad chiriches,77,napoli,calcio a,romania,28,184,75,right,68,67,68,63,57,72,74,66,59,69,64,36,56,82,72,70,51,79,79,73,79,82,78,56,46,46,25,68,70,46,73,73,69,74,76
younes,amin younes,77,ajax,eredivisie,germany,24,168,70,right,80,86,75,85,86,92,77,84,88,69,61,74,62,55,62,58,58,27,30,44,25,23,18,72,79,65,59,78,57,78,56,37,74,50,55
willems,jetro willems,77,eintracht frankfurt,bundesliga,holland,23,170,75,left,79,77,81,78,74,85,74,80,77,74,62,69,54,78,68,53,46,72,72,67,72,75,73,78,77,86,63,77,72,84,75,77,75,75,76
milivojevic,luka milivojevic,77,crystal palace,premier league,serbia,26,186,80,right,62,61,63,66,60,58,74,72,63,73,62,65,54,75,72,42,62,74,76,74,75,73,68,70,69,59,75,76,75,64,81,64,89,77,85
paredes,leandro paredes,77,zenit st. petersburg,russian football premier league,argentina,23,180,75,right,72,75,69,78,77,77,74,82,77,74,66,64,55,80,77,73,57,69,72,60,64,75,72,80,82,74,76,83,80,79,73,61,79,69,79
lukaku,jordan lukaku,77,lazio,calcio a,belgium,23,186,77,left,89,87,91,76,75,73,77,75,77,76,60,61,54,74,62,57,53,72,77,62,70,74,72,68,68,73,46,72,66,53,81,79,78,86,74
marcal,fernando marcal de oliveira,77,olympique lyonnais,ligue 1 conforama,brazil,29,178,74,left,80,83,78,75,75,72,79,76,74,71,60,73,57,76,54,44,43,72,75,58,71,74,75,68,58,78,49,74,64,62,72,73,85,67,70
durm,erik durm,77,borussia dortmund,bundesliga,germany,25,183,72,right,83,83,83,68,72,67,74,72,64,69,53,68,50,66,44,43,55,73,76,63,70,75,77,65,60,76,35,72,51,60,72,76,88,66,67
veltman,joel veltman,77,ajax,eredivisie,holland,26,182,73,right,66,63,68,70,67,68,77,71,68,74,49,55,50,60,41,38,42,79,80,73,78,82,80,66,56,70,34,74,73,40,76,72,82,72,81
vitinho,victor vinicius coelho dos santos,77,cska moscow,russian football premier league,brazil,24,180,76,right,79,78,80,81,83,72,73,81,83,77,79,82,78,81,82,73,70,39,45,52,28,44,33,74,78,73,77,73,72,76,61,71,70,65,39
januzaj,adnan januzaj,77,real sociedad,laliga santander,belgium,23,182,75,left,79,82,76,81,84,65,70,81,84,67,66,69,69,58,67,67,60,21,21,23,20,22,22,75,76,74,65,77,75,70,50,61,55,54,31
baba,abdul rahman baba,77,chelsea,bundesliga,ghana,23,179,70,left,82,81,83,76,77,74,76,77,76,69,50,63,48,59,47,41,42,74,71,67,72,78,77,66,55,77,23,73,67,67,73,76,77,71,73
partey,thomas partey,77,atletico madrid,laliga santander,ghana,24,185,75,right,76,73,78,72,73,55,74,74,72,67,60,60,54,76,63,53,46,73,75,66,65,81,76,68,69,58,41,77,73,59,83,82,84,85,76
jozabed,jozabed sanchez ruiz,77,rc celta,laliga santander,spain,27,180,67,right,66,67,65,74,70,64,78,80,72,71,72,80,73,71,77,54,54,66,69,64,57,73,67,72,77,61,57,78,72,71,65,65,68,66,58
cordoba,jhon cordoba,77,1. fc koln,bundesliga,colombia,24,185,85,right,80,76,84,73,66,72,76,73,74,74,73,76,69,86,68,74,69,41,49,74,28,42,31,61,62,55,54,69,54,60,84,75,68,90,90
hofmann,jonas hofmann,77,borussia monchengladbach,bundesliga,germany,25,176,70,right,79,79,79,78,79,79,74,77,79,68,68,76,69,67,63,62,74,36,47,40,34,33,30,75,75,80,71,78,66,69,58,61,72,56,43
otavio,otavio edmilson da silva monteiro,77,fc porto,liga nos,brazil,23,172,71,right,76,77,75,83,90,85,80,81,83,80,66,76,64,67,66,61,72,37,46,56,25,41,27,75,77,74,72,77,72,74,60,57,63,53,73
jonny,jonathan castro otto,77,rc celta,laliga santander,spain,24,175,70,right,77,74,79,69,75,75,63,72,65,68,42,53,28,66,45,44,46,77,76,62,80,77,82,64,55,76,54,66,59,60,76,79,87,69,80
quintero,juan fernando quintero,77,independiente medellin,primera division,colombia,25,169,64,left,74,76,72,84,90,90,74,83,84,74,70,62,64,83,73,65,71,28,35,42,18,30,22,77,77,75,77,78,75,80,43,56,47,39,43
steffen,renato steffen,77,fc basel,bundesliga,switzerland,26,170,65,left,89,90,89,78,91,83,68,77,77,75,71,71,69,75,74,77,55,31,19,61,26,32,35,74,73,74,72,75,73,78,68,82,82,60,67
ricardo ferreira,ricardo jose araujo ferreira,77,sc braga,liga nos,portugal,25,190,76,right,55,54,56,53,51,49,76,64,41,75,32,51,26,46,22,34,43,79,77,77,79,81,75,46,33,29,32,65,53,32,73,66,65,77,74
de blasis,pablo de blasis,77,1. fsv mainz 05,bundesliga,argentina,30,165,65,right,80,87,75,83,93,95,76,80,83,74,72,72,71,75,73,60,77,39,28,71,37,39,37,71,71,68,62,74,66,77,62,92,77,47,72
grifo,vincenzo grifo,77,borussia monchengladbach,bundesliga,italy,24,180,72,right,75,78,72,83,83,79,72,85,84,72,73,74,71,80,75,69,63,33,45,47,23,31,30,73,70,82,80,73,60,83,63,52,73,64,52
bruno fernandes,bruno miguel borges fernandes,77,sporting cp,liga nos,portugal,23,179,69,right,78,79,78,80,82,79,75,81,79,80,70,74,64,78,76,77,66,63,68,58,58,66,62,76,74,75,69,78,77,69,70,72,76,69,62
rony lopes,marcos paulo mesquita lopes,77,as monaco football club sa,ligue 1 conforama,portugal,22,174,68,left,79,83,76,81,84,86,72,79,82,74,70,74,70,74,70,56,65,30,29,38,30,28,27,74,76,71,72,77,72,75,55,51,66,56,39
duarte,oscar duarte,77,rcd espanyol,laliga santander,costa rica,28,186,81,right,65,60,69,54,55,51,73,59,48,67,31,35,26,47,24,32,37,78,74,77,78,80,81,52,39,40,32,70,55,28,72,80,64,74,75
lemina,mario lemina,77,southampton,premier league,gabon,24,184,85,right,78,78,78,79,74,75,72,81,80,74,66,70,55,78,78,68,68,66,70,68,62,66,66,76,76,72,68,81,77,72,75,51,78,78,70
elneny,mohamed elneny,77,arsenal,premier league,egypt,25,180,70,right,60,58,61,71,67,62,75,76,68,77,61,63,57,71,67,39,62,72,76,57,70,75,72,72,70,67,61,79,73,69,78,70,92,73,74
rolan,diego rolan,77,malaga cf,laliga santander,uruguay,24,178,70,right,75,73,77,77,75,69,78,76,79,72,75,82,79,75,65,67,75,31,24,68,33,27,18,72,74,73,70,76,62,68,64,72,67,63,62
zobnin,roman zobnin,77,spartak moscow,russian football premier league,russia,24,182,72,right,76,74,78,76,70,65,76,77,79,75,56,64,55,52,66,44,53,75,75,65,75,78,74,71,72,62,59,78,76,43,71,63,90,63,70
azmoun,sardar azmoun,77,rubin kazan,russian football premier league,iran,23,186,79,right,82,83,82,75,77,77,74,75,74,73,75,75,78,75,76,69,55,40,34,84,39,33,32,64,60,64,50,69,64,66,68,90,58,72,67
torres,daniel torres,77,d. alaves,laliga santander,colombia,28,183,81,right,58,60,57,72,70,58,81,72,71,80,61,62,55,73,61,48,72,72,82,61,63,76,74,70,71,62,50,76,76,57,80,81,80,78,87
kranevitter,matias kranevitter,77,zenit st. petersburg,russian football premier league,argentina,24,179,75,right,71,70,71,70,65,76,71,71,70,74,49,53,42,61,54,43,46,77,82,56,74,83,79,68,70,60,44,74,72,56,77,74,80,75,80
perez,pablo perez,77,boca juniors,primera division,argentina,32,175,71,right,71,70,71,74,74,77,81,79,69,73,63,69,61,69,65,39,59,70,71,58,66,77,73,75,80,69,72,78,76,65,80,60,78,79,92
widmer,silvan widmer,77,udinese,calcio a,switzerland,25,182,79,right,81,78,84,76,76,64,78,76,77,72,63,68,58,76,66,48,58,71,67,68,72,73,71,73,68,82,56,75,73,67,78,82,88,77,68
tete,kenny tete,77,olympique lyonnais,ligue 1 conforama,holland,22,180,71,right,77,75,79,64,66,72,75,65,60,74,40,50,30,60,41,36,40,79,72,69,82,81,86,60,47,66,34,71,58,42,78,74,78,78,81
halilovic,alen halilovic,77,ud las palmas,laliga santander,croatia,21,170,61,left,76,78,74,80,78,88,73,80,81,72,64,71,61,58,71,64,75,28,55,24,26,16,21,76,80,72,69,80,71,80,44,57,60,36,40
politano,matteo politano,77,sassuolo,calcio a,italy,24,171,65,left,82,85,79,82,90,84,75,80,83,70,69,75,69,68,68,67,70,17,25,40,12,12,12,70,68,75,61,75,62,66,50,38,69,38,60
wallace,wallace fortuna santos,77,lazio,calcio a,brazil,23,191,85,right,69,67,71,50,46,40,74,52,45,68,28,25,21,40,26,36,45,78,76,77,78,80,76,44,31,34,29,57,50,33,76,71,62,83,79
wendell,wendell nascimento borges,77,bayer 04 leverkusen,bundesliga,brazil,24,176,71,left,86,87,86,77,78,78,74,77,78,72,48,69,37,60,59,29,46,71,76,52,68,75,80,72,69,76,75,75,65,66,72,68,77,64,87
philipp,maximilian philipp,77,borussia dortmund,bundesliga,germany,24,183,76,right,80,82,78,79,80,75,75,80,81,67,75,77,76,81,71,73,59,31,39,56,23,28,27,70,75,64,62,75,62,66,65,59,68,68,55
bastos,bartolomeu quissanga,77,lazio,calcio a,angola,26,180,77,right,72,70,73,60,62,76,70,62,55,67,37,31,30,49,41,31,50,78,79,74,78,79,77,50,28,36,28,68,65,35,74,71,69,78,73
hoedt,wesley hoedt,77,southampton,premier league,holland,24,188,77,left,66,66,66,60,41,38,74,68,58,70,47,29,30,75,64,55,37,78,78,78,78,78,76,59,62,40,36,68,74,31,74,75,66,76,78
sandro,sandro ramirez castillo,77,everton,laliga santander,spain,22,175,71,right,75,76,75,78,85,81,73,81,75,65,80,77,84,80,77,74,70,27,33,62,15,25,24,64,56,65,81,68,49,83,66,72,65,68,62
pedro henrique,pedro henrique pereira da silva,77,vitoria guimaraes,liga nos,brazil,25,190,88,left,51,52,50,56,42,33,73,63,54,75,42,32,35,68,37,23,43,77,78,73,76,81,73,46,35,29,35,67,42,29,84,40,84,90,82
nkoudou,georges-kevin nkoudou,77,tottenham hotspur,premier league,france,23,175,73,right,91,92,91,78,85,89,77,75,79,72,72,76,71,72,74,74,67,35,21,49,35,37,42,71,69,75,58,74,62,74,62,55,71,64,48
zivkovic,andrija zivkovic,77,sl benfica,liga nos,serbia,21,169,70,left,85,87,84,80,87,88,77,78,80,68,69,72,67,73,70,68,60,32,33,43,28,34,28,73,74,76,65,74,66,82,49,57,66,39,52
schopf,alessandro schopf,77,fc schalke 04,bundesliga,austria,24,178,73,right,78,79,77,79,85,75,76,79,80,73,71,74,72,68,72,65,64,53,58,44,52,56,48,70,65,76,61,75,62,69,68,62,95,58,60
badou ndiaye,papa alioune ndiaye,77,galatasaray sk,premier league,senegal,27,180,76,right,85,86,85,78,79,77,74,78,79,69,74,78,74,78,73,65,65,61,60,59,60,64,55,72,69,71,65,76,71,78,75,72,80,75,69
driussi,sebastian driussi,77,zenit st. petersburg,russian football premier league,argentina,22,179,82,right,83,84,83,74,83,69,72,75,73,66,76,77,79,75,74,73,69,25,21,72,17,23,16,68,73,64,40,76,64,51,70,67,82,72,49
ozbayrakli,sener ozbayrakli,77,fenerbahce sk,super lig,turkey,28,171,71,right,83,80,85,77,82,72,75,74,78,74,62,64,49,83,76,55,44,72,73,64,71,76,73,72,68,78,42,74,72,76,76,84,83,70,78
ruben neves,ruben diogo da silva neves,77,wolverhampton wanderers,efl championship,portugal,21,180,75,right,66,65,66,73,68,67,75,76,73,72,68,63,62,78,74,68,59,72,75,61,70,76,69,78,78,72,70,82,80,76,71,74,74,70,70
diogo jota,diogo jose teixeira da silva,77,wolverhampton wanderers,efl championship,portugal,21,178,70,right,81,83,80,82,87,78,80,79,83,80,74,80,73,76,75,69,61,44,54,68,26,48,39,66,74,59,55,68,64,74,67,66,73,62,70
vallejo,jesus vallejo lazaro,77,real madrid,laliga santander,spain,21,183,74,right,73,69,77,63,69,69,75,67,56,76,41,32,44,49,31,36,45,79,80,74,80,78,80,56,33,41,31,76,75,29,70,77,66,69,74
amiri,nadiem amiri,77,tsg 1899 hoffenheim,bundesliga,germany,21,180,73,right,73,78,69,81,84,76,72,81,83,69,67,69,65,70,70,65,65,51,60,42,45,56,44,76,77,73,71,79,73,76,60,66,77,59,38
bruno gaspar,bruno miguel boialvo gaspar,77,fiorentina,calcio a,portugal,24,180,69,right,84,82,85,77,84,74,80,75,78,74,61,75,57,68,64,63,48,72,71,64,72,74,76,69,67,73,35,72,67,74,73,80,85,67,73
marcos llorente,marcos llorente moreno,77,real madrid,laliga santander,spain,23,180,71,right,55,57,54,70,55,66,74,77,68,68,48,65,39,58,56,44,53,71,80,61,64,76,69,72,73,56,51,84,81,45,71,65,77,71,65
aritz elustondo,aritz elustondo,77,real sociedad,laliga santander,spain,23,178,72,right,71,68,74,60,62,62,75,73,48,68,33,36,26,40,40,30,43,78,77,76,79,77,80,56,32,72,41,70,43,53,71,73,80,66,73
coco,marcus coco,77,en avant de guingamp,ligue 1 conforama,france,21,180,75,right,88,88,88,78,84,75,69,79,79,72,70,74,72,69,68,68,59,41,50,59,30,44,32,70,68,78,36,76,65,60,59,60,60,62,49
pablo fornals,pablo fornals malla,77,villarreal cf,laliga santander,spain,22,178,67,right,61,64,58,75,75,70,77,78,74,68,66,73,72,51,75,54,46,69,75,41,68,74,72,76,78,71,60,81,78,58,65,54,65,64,72
vitor hugo,vitor hugo franchescoli souza,77,fiorentina,calcio a,brazil,26,187,80,left,68,66,70,46,43,47,73,49,39,70,31,27,26,49,22,33,49,79,76,83,80,78,82,36,33,32,34,41,37,33,76,79,66,79,80
ndidi,onyinye ndidi,77,leicester city,premier league,nigeria,21,187,80,right,74,72,75,67,69,65,74,72,63,73,60,61,50,78,70,66,35,78,80,73,73,82,79,65,65,50,58,74,69,57,80,78,88,77,76
marega,moussa marega,77,fc porto,liga nos,mali,26,186,83,right,84,81,86,60,67,40,74,62,58,67,78,76,79,83,75,71,71,36,26,79,32,34,28,59,64,53,37,68,50,58,88,74,88,89,88
pellegrini,lorenzo pellegrini,77,roma,calcio a,italy,21,186,77,right,76,78,75,75,68,69,71,77,76,79,66,70,60,74,72,69,49,70,70,71,68,73,70,75,75,72,40,82,79,69,72,67,78,70,71
dalbert,dalbert chagas estevao,77,inter,calcio a,brazil,24,181,70,left,91,91,91,77,83,68,76,75,79,69,62,77,59,72,61,52,42,72,71,60,73,75,74,71,66,77,47,74,69,68,72,59,82,67,76
lemos,mauricio lemos,77,ud las palmas,calcio a,uruguay,22,187,80,right,70,69,70,70,70,61,74,75,68,68,54,43,51,69,57,30,41,78,80,72,78,77,80,57,44,50,65,68,61,32,74,79,69,75,77
diawara,amadou diawara,77,napoli,calcio a,guinea,20,184,74,right,74,73,74,77,78,68,75,80,76,75,50,54,39,66,56,46,52,69,76,59,60,75,72,73,78,64,37,82,76,62,76,58,84,71,82
schick,patrik schick,77,roma,calcio a,czech republic,22,186,73,left,76,75,77,79,83,68,74,80,80,79,75,78,79,72,73,67,58,26,22,74,17,24,19,69,73,64,56,74,59,78,68,69,68,71,59
lennon,aaron lennon,77,burnley,premier league,england,30,165,63,right,83,84,82,82,91,91,74,80,82,77,64,71,65,64,57,68,62,38,42,28,40,37,37,71,73,78,55,76,54,63,62,70,70,59,57
zarate,mauro zarate,77,velez sarsfield,primera division,argentina,31,176,76,right,77,79,75,85,87,74,75,87,86,72,79,77,78,80,82,78,70,33,38,56,22,34,30,68,63,66,79,72,60,81,65,69,69,62,66
menez,jeremy menez,77,club america,liga bancomer mx,france,30,181,78,right,78,77,78,84,79,75,77,86,86,74,74,78,76,68,70,76,81,26,34,60,16,20,20,71,73,70,70,77,55,79,62,69,69,63,48
castan,leandro castan da silva,77,cagliari,calcio a,brazil,31,186,80,left,63,60,65,58,52,59,69,62,53,75,33,22,21,63,36,22,26,78,80,77,79,77,76,47,37,34,24,58,64,31,71,81,38,83,79
remy,loic remy,77,ud las palmas,laliga santander,france,31,185,80,right,76,74,77,73,75,64,77,72,73,76,76,81,78,76,74,70,76,33,48,76,23,24,21,65,71,60,51,68,60,66,69,83,66,74,59
caceres,martin caceres,77,lazio,calcio a,uruguay,30,180,78,right,74,74,74,65,79,74,70,64,60,76,51,50,37,70,59,65,50,79,80,76,80,78,77,63,58,68,41,65,65,68,75,91,72,74,76
sanchez,carlos sanchez,77,rcd espanyol,laliga santander,colombia,32,182,82,left,67,65,68,70,63,47,74,75,70,74,58,58,48,72,68,43,62,74,78,70,68,79,70,70,68,60,58,78,76,52,84,75,84,87,80
saivet,henri saivet,77,sivasspor,super lig,senegal,27,175,73,right,74,75,74,78,82,76,76,78,79,70,71,75,73,75,65,69,66,64,64,77,60,66,62,78,78,78,76,78,77,73,70,90,75,69,59
subotic,neven subotic,77,as saint-etienne,ligue 1 conforama,serbia,29,191,83,right,59,51,65,46,52,58,77,41,39,75,45,48,29,81,47,32,43,80,76,84,80,82,81,50,44,47,58,50,66,33,76,73,68,78,81
terodde,simon terodde,77,1. fc koln,bundesliga,germany,30,192,83,right,70,64,74,66,54,56,76,73,63,77,78,79,81,79,71,77,71,30,23,80,11,42,19,54,58,50,44,64,40,38,77,65,68,84,74
carcela-gonzalez,mehdi carcela-gonzalez,77,standard de liege,belgium pro league,morocco,28,176,67,left,83,86,80,83,87,80,72,82,86,76,71,73,72,69,72,70,65,33,39,35,25,38,30,71,69,71,71,73,69,80,55,66,70,53,38
vasin,viktor vasin,77,cska moscow,russian football premier league,russia,29,192,83,right,67,69,66,46,37,43,69,63,33,68,41,20,30,71,36,38,68,76,77,72,77,76,72,58,51,51,62,62,64,72,81,69,75,85,82
carlos eduardo,carlos eduardo de oliveira alves,77,al hilal,dawry jameel,brazil,28,175,70,right,73,69,76,74,72,33,78,79,75,72,78,82,79,80,75,75,76,51,55,78,45,50,38,77,72,80,78,75,78,79,72,63,72,78,60
borja garcia,borja garcia freire,77,girona fc,laliga santander,spain,27,176,72,right,82,85,79,77,81,81,73,79,77,64,70,68,73,65,72,59,62,59,66,53,50,68,54,74,76,66,53,79,75,67,65,72,69,69,47
juanmi,juan miguel jimenez lopez,77,real sociedad,laliga santander,spain,24,170,63,right,79,80,77,80,79,82,84,77,81,72,76,86,77,72,76,71,65,30,23,73,25,28,25,67,72,64,57,74,52,60,56,77,66,48,57
pogba,florentin pogba,77,genclerbirligi sk,super lig,guinea,27,189,93,left,66,63,69,57,57,52,68,59,54,72,45,36,21,77,70,45,38,76,77,73,75,78,73,61,42,69,69,67,58,60,85,77,74,92,82
galvez,alejandro galvez jimena,77,ud las palmas,laliga santander,spain,28,188,79,right,43,40,45,59,52,56,72,64,54,69,37,47,29,53,36,41,44,76,76,73,74,78,76,60,50,39,58,74,71,47,82,62,75,85,87
timor,david timor copovi,77,girona fc,laliga santander,spain,28,186,80,left,52,44,58,67,55,59,69,74,64,73,61,59,44,85,80,40,69,71,78,59,64,79,67,74,74,57,81,81,77,77,78,78,78,77,80
vanaken,hans vanaken,77,club brugge kv,belgium pro league,belgium,25,194,80,right,47,48,47,75,60,58,77,81,73,86,73,80,72,74,75,72,66,48,83,84,29,33,37,78,80,70,72,83,73,70,66,52,82,72,35
geis,johannes geis,77,sevilla fc,laliga santander,germany,24,181,81,right,48,53,43,69,67,74,76,75,64,74,66,69,51,90,75,64,75,73,74,65,73,75,72,81,78,86,80,77,85,90,77,78,79,76,76
kongolo,terence kongolo,77,huddersfield town,premier league,holland,24,188,70,left,81,81,81,68,75,63,70,69,65,73,42,49,27,67,52,40,42,78,77,74,75,82,84,64,49,67,44,72,65,63,76,86,77,77,72
meite,soualiho meite,77,fc girondins de bordeaux,ligue 1 conforama,france,24,187,80,right,71,69,72,73,67,52,73,78,73,71,54,66,38,73,72,37,51,74,74,75,70,78,71,70,68,67,48,77,78,43,82,72,83,85,76
andreas pereira,andreas hugo hoelgebaum pereira,77,valencia cf,laliga santander,brazil,22,178,66,right,72,73,72,81,81,80,71,83,82,66,71,69,68,76,77,76,49,62,65,59,68,58,49,76,72,75,80,77,77,80,69,59,78,67,65
baba,abdul rahman baba,77,fc schalke 04,bundesliga,ghana,23,179,70,left,82,81,83,76,77,74,76,77,76,69,50,63,48,59,47,41,42,74,71,67,72,78,77,66,55,77,23,73,67,67,73,76,77,71,73
schar,fabian schar,77,rc deportivo,laliga santander,switzerland,26,186,84,right,56,62,52,67,67,61,72,69,65,66,66,63,57,79,68,55,83,77,75,85,73,79,77,72,69,66,67,76,76,66,75,86,71,77,72
quintero,juan fernando quintero,77,fc porto,primera division,colombia,25,169,64,left,74,76,72,84,90,90,74,83,84,74,70,62,64,83,73,65,71,28,35,42,18,30,22,77,77,75,77,78,75,80,43,56,47,39,43
steffen,renato steffen,77,vfl wolfsburg,bundesliga,switzerland,26,170,65,left,89,90,89,78,91,83,68,77,77,75,71,71,69,75,74,77,55,31,19,61,26,32,35,74,73,74,72,75,73,78,68,82,82,60,67
max,philipp max,77,fc augsburg,bundesliga,germany,24,178,75,left,82,78,85,75,78,75,71,76,73,66,49,57,38,76,46,43,41,71,68,58,69,77,75,72,55,89,72,75,65,73,71,66,78,69,69
sisto,pione sisto,77,rc celta,laliga santander,denmark,23,171,64,right,85,82,86,80,84,82,66,80,81,66,74,72,76,75,71,63,67,52,51,51,51,55,48,72,76,68,83,70,69,78,67,80,80,64,52
miranchuk,alexey miranchuk,77,lokomotiv moscow,russian football premier league,russia,22,182,74,left,73,71,75,77,80,69,70,75,79,69,68,66,71,65,69,62,57,30,36,53,22,28,29,73,78,66,54,77,73,65,64,58,74,68,43
jahanbakhsh,alireza jahanbakhsh,77,az,eredivisie,iran,24,180,78,right,86,85,86,79,84,75,73,77,79,75,75,75,69,87,80,75,60,42,44,65,36,38,42,69,76,73,47,71,55,65,72,87,85,65,68
saint-maximin,allan saint-maximin,77,ogc nice,ligue 1 conforama,france,21,173,67,right,90,92,88,84,92,87,79,80,86,71,70,71,67,81,71,59,47,22,15,53,23,16,22,66,67,68,47,70,59,72,56,64,70,57,36
dubois,leo dubois,77,fc nantes,ligue 1 conforama,france,23,178,65,right,69,70,69,75,69,72,69,77,76,69,61,72,51,73,63,80,49,76,76,56,78,79,78,74,64,80,57,79,78,60,66,57,75,63,60
sandro,sandro ramirez castillo,77,sevilla fc,laliga santander,spain,22,175,71,right,75,76,75,78,85,81,73,81,75,65,80,77,84,80,77,74,70,27,33,62,15,25,24,64,56,65,81,68,49,83,66,72,65,68,62
calleri,jonathan calleri,77,ud las palmas,laliga santander,argentina,24,175,70,right,74,73,75,76,73,80,78,76,74,73,75,80,75,79,70,72,63,39,37,77,29,39,32,61,67,56,35,66,58,57,72,83,72,72,66
amavi,jordan amavi,77,olympique de marseille,ligue 1 conforama,france,24,176,70,left,79,79,79,74,78,76,72,74,74,66,67,65,66,77,62,65,66,73,75,66,71,74,74,70,71,78,51,72,61,71,72,84,79,67,68
nkoudou,georges-kevin nkoudou,77,burnley,premier league,france,23,175,73,right,91,92,91,78,85,89,77,75,79,72,72,76,71,72,74,74,67,35,21,49,35,37,42,71,69,75,58,74,62,74,62,55,71,64,48
badou ndiaye,papa alioune ndiaye,77,stoke city,premier league,senegal,27,180,76,right,85,86,85,78,79,77,74,78,79,69,74,78,74,78,73,65,65,61,60,59,60,64,55,72,69,71,65,76,71,78,75,72,80,75,69
