full name,name,club,nation,overall,league,age,height,reactions,positioning,penalties,long passing,standing tackle,ball control,interceptions,acceleration,marking,strength,pac,aggression,agility,volleys,sprint speed,phy,pas,sliding tackle,long_shots,short passing,shot power,curve,dri,jumping,vision,crossing,finishing,balance,heading accuracy,defending,sho,free kick accuracy,composure,foot,dribbling,stamina
luiz adriano souza da silva,luiz adriano,spartak moscow,brazil,78,russian football premier league,30,183,70,82,76,50,28,80,24,78,24,72,78,38,77,78,78,66,64,23,70,72,76,72,77,83,66,62,82,69,76,30,78,42,72,right,77,72
marek suchy,suchy,fc basel,czech republic,78,raiffeisen super league,29,183,70,32,64,70,80,70,77,60,78,82,63,72,64,43,65,79,58,77,52,72,64,32,65,76,50,43,48,65,77,78,52,39,76,right,60,79
jose holebas,holebas,watford,greece,78,premier league,33,185,71,69,57,69,79,75,68,78,78,79,80,89,74,50,81,82,70,80,78,73,85,69,74,74,54,79,57,75,74,76,67,71,77,left,73,82
andy carroll,carroll,west ham united,england,78,premier league,29,193,77,76,73,57,46,74,45,60,42,93,62,85,62,74,64,85,61,43,78,65,85,53,69,84,65,62,77,49,91,49,78,42,78,left,67,68
maximiliano pereira,pereira,fc porto,uruguay,78,liga nos,33,173,75,70,62,70,79,75,78,72,75,68,73,88,76,57,74,75,71,82,60,75,76,70,76,75,65,77,57,83,62,76,62,50,76,right,75,79
troy deeney,deeney,watford,england,78,premier league,29,183,74,77,80,60,29,75,29,64,33,92,65,80,65,78,65,85,65,25,78,73,86,68,70,82,73,55,80,73,82,35,81,36,78,right,65,77
raul bobadilla,bobadilla,borussia monchengladbach,paraguay,78,bundesliga,30,181,75,76,75,59,51,80,27,69,21,91,73,86,66,76,76,86,70,24,72,73,83,80,78,82,64,75,77,77,74,37,77,80,74,right,80,76
fin bartels,bartels,sv werder bremen,germany,78,bundesliga,31,176,78,77,60,69,37,82,53,85,38,52,86,55,87,65,87,61,73,28,69,76,73,76,81,70,75,73,76,87,44,40,73,56,77,right,80,82
sebastian langkamp,langkamp,hertha bsc,germany,78,bundesliga,30,191,75,25,38,57,85,47,69,54,82,83,60,73,54,22,64,75,48,80,24,66,48,23,45,65,40,32,22,49,84,80,29,22,67,right,35,63
nicolai muller,muller,hamburger sv,germany,78,bundesliga,30,173,72,75,73,66,49,75,48,87,38,57,87,71,86,80,87,66,70,37,63,71,71,65,81,78,69,75,75,84,56,45,72,61,77,right,85,77
kieran gibbs,gibbs,west bromwich albion,england,78,premier league,28,179,77,63,63,65,79,75,78,77,76,69,79,72,73,47,80,72,70,78,60,74,67,64,74,71,65,76,47,74,68,77,55,52,75,left,74,77
kieran trippier,trippier,tottenham hotspur,england,78,premier league,27,178,72,60,39,76,76,75,74,78,77,71,77,66,77,44,77,74,77,78,66,73,77,80,75,74,77,87,45,76,70,76,56,68,71,right,75,87
keisuke honda,honda,pachuca,japan,78,liga bancomer mx,31,182,72,74,76,82,48,85,44,77,44,69,76,48,75,72,76,66,81,48,80,80,84,86,82,83,81,78,60,77,72,48,71,86,80,left,83,72
kwadwo asamoah,asamoah,juventus,ghana,78,calcio a,29,173,78,78,64,79,78,81,78,79,72,72,77,74,85,76,76,74,77,78,78,79,84,72,82,79,76,76,55,85,64,75,68,68,76,left,82,75
yann m'vila,m'vila,rubin kazan,france,78,ligue 1 conforama,27,182,76,41,68,79,75,73,81,79,73,75,75,83,73,56,72,78,74,72,67,82,68,70,72,71,72,62,56,62,61,74,60,67,69,right,73,81
denis glushakov,glushakov,spartak moscow,russia,78,russian football premier league,31,182,76,75,75,75,78,80,74,71,77,71,69,71,67,65,68,74,73,74,77,80,85,45,76,80,75,70,73,74,68,76,76,59,82,right,74,80
omar el kaddouri,el kaddouri,paok,morocco,78,hellas liga,27,185,75,75,70,77,59,82,61,73,39,77,74,56,72,70,75,72,77,53,77,80,81,77,77,70,79,73,63,54,71,54,71,72,72,right,79,75
pavel mamaev,mamaev,fc krasnodar,russia,78,russian football premier league,29,178,76,74,85,80,69,81,70,79,65,59,78,73,69,66,78,66,79,68,73,84,72,64,78,77,80,76,76,72,60,67,74,71,75,right,80,74
ruben rochina naixes,rochina,rubin kazan,spain,78,laliga santander,26,182,79,75,67,76,54,80,54,75,20,73,73,71,67,68,72,72,76,40,81,78,82,76,77,71,77,75,70,68,54,42,75,68,72,left,79,71
juan francisco moreno fuertes,juanfran,rc deportivo,spain,78,laliga santander,29,180,73,69,59,67,74,80,78,76,72,73,79,68,76,53,81,76,70,75,80,72,79,64,74,74,63,81,57,70,69,74,66,60,68,right,71,88
lautaro acosta,acosta,club atletico lanus,argentina,78,primera division,30,169,79,77,63,66,30,78,42,91,26,39,93,73,88,71,94,55,70,24,68,78,77,65,80,79,78,60,71,90,55,33,72,45,75,right,80,68
senad lulic,lulic,lazio,bosnia and herzegovina,78,calcio a,32,183,78,78,55,78,78,78,74,75,68,75,77,76,73,65,79,78,77,76,78,78,84,76,78,71,72,82,66,76,70,73,72,61,74,right,80,86
nicolas nkoulou,nkoulou,torino,cameroon,78,calcio a,27,184,67,54,50,72,77,73,75,68,79,75,70,76,67,64,71,74,65,77,46,75,58,37,68,83,63,60,33,78,74,77,44,28,77,right,64,68
hugo miguel almeida costa lopes,miguel lopes,akhisar belediyespor,portugal,78,super lig,31,182,72,65,50,70,79,78,77,77,71,75,77,79,68,55,77,79,72,75,45,75,70,70,73,71,62,82,40,67,65,74,50,55,70,right,72,90
yannick bolasie,bolasie,everton,congo dr,78,premier league,28,188,74,69,65,67,34,82,31,86,27,82,87,76,82,51,87,78,68,17,71,71,81,62,83,64,65,75,64,76,51,31,68,49,69,right,87,76
markel susaeta laskurain,susaeta,athletic club,spain,78,laliga santander,30,179,74,76,58,81,23,78,43,73,16,61,74,63,69,62,74,64,82,27,76,80,77,82,78,65,83,88,69,74,52,28,71,79,74,right,81,69
josef de souza dias,souza,fenerbahce sk,brazil,78,super lig,29,188,75,66,63,73,81,76,77,68,75,83,70,83,69,44,71,82,71,74,72,76,77,68,72,65,65,68,65,67,77,77,68,61,74,right,71,84
victor sanchez mata,victor sanchez,rcd espanyol,spain,78,laliga santander,30,174,79,65,61,77,81,80,80,62,80,59,64,86,73,51,66,68,79,79,67,85,73,72,72,78,79,74,57,77,68,79,62,69,82,right,65,70
iker muniain goni,muniain,athletic club,spain,78,laliga santander,25,169,81,80,61,65,55,80,45,85,33,44,81,66,87,63,78,49,72,34,72,73,61,78,82,73,71,74,73,94,43,43,70,69,76,right,81,42
julian baumgartlinger,baumgartlinger,bayer 04 leverkusen,austria,78,bundesliga,30,183,76,62,59,71,80,74,78,69,75,80,71,84,65,50,73,83,68,74,39,78,73,47,69,78,64,63,39,64,69,76,48,49,75,right,65,89
ben mee,mee,burnley,england,78,premier league,28,180,74,30,36,65,77,65,77,66,78,83,66,79,66,29,66,82,58,78,39,61,60,38,65,91,50,67,27,72,77,77,37,31,71,left,63,79
xabier etxeita gorritxat.,etxeita,athletic club,spain,78,laliga santander,30,185,77,28,30,54,80,63,75,43,79,82,52,86,67,38,59,81,48,82,34,64,54,35,57,79,30,36,29,55,75,78,35,43,68,right,47,76
celso borges,borges,rc deportivo,costa rica,78,laliga santander,29,182,77,76,75,79,77,78,77,59,76,76,61,68,64,72,62,74,73,75,79,78,80,68,73,65,73,62,75,59,68,76,77,69,81,right,71,76
osvaldo alonso,alonso,seattle sounders fc,cuba,78,major league soccer,32,180,75,66,66,79,76,76,69,77,74,78,77,82,71,69,77,79,70,75,66,84,84,66,76,66,67,47,50,75,66,73,63,51,79,right,77,82
gokhan tore,tore,besiktas jk,turkey,78,super lig,26,176,68,67,70,77,38,83,43,85,24,75,86,83,83,70,86,74,76,32,76,75,79,77,82,58,74,78,66,80,59,36,71,70,72,left,84,67
alexandr kokorin,kokorin,zenit st. petersburg,russia,78,russian football premier league,26,181,75,77,67,66,42,80,35,85,43,67,84,67,82,70,83,70,71,44,73,75,76,74,79,74,71,68,77,72,73,44,75,69,78,right,80,76
andreu fontas prat,fontas,rc celta,spain,78,laliga santander,28,186,77,43,52,77,82,68,81,33,78,83,31,77,55,46,30,67,67,78,47,76,58,58,61,50,56,60,45,41,73,79,48,52,69,left,58,31
marvin plattenhardt,plattenhardt,hertha bsc,germany,78,bundesliga,26,181,75,67,61,69,78,78,71,76,77,71,77,64,68,54,77,71,77,77,55,78,79,85,75,72,65,90,43,74,58,74,55,89,69,left,75,77
holger badstuber,badstuber,vfb stuttgart,germany,78,bundesliga,29,189,79,41,64,77,81,64,80,42,77,81,46,76,41,49,49,69,73,80,59,75,77,74,53,55,67,71,35,45,80,79,51,74,77,left,44,42
romain hamouma,hamouma,as saint-etienne,france,78,ligue 1 conforama,30,178,75,76,72,75,41,80,39,79,42,63,78,63,82,75,78,65,77,41,77,78,77,78,79,60,75,79,79,78,63,43,78,73,73,right,79,71
emanuele giaccherini,giaccherini,napoli,italy,78,calcio a,32,167,76,80,69,70,62,80,66,86,58,54,78,66,88,74,71,62,76,66,80,78,68,76,82,53,76,78,66,93,58,62,70,72,78,right,81,78
cenk tosun,tosun,besiktas jk,turkey,78,premier league,26,183,78,80,82,60,34,76,31,73,13,80,73,72,76,76,73,77,66,15,73,70,80,72,75,81,61,64,78,66,82,30,78,73,74,right,74,74
thomas delaney,delaney,sv werder bremen,denmark,78,bundesliga,26,182,77,75,60,76,77,77,74,71,72,78,73,78,70,61,74,81,75,74,70,80,78,71,74,82,76,67,71,73,75,74,71,68,81,left,72,90
guido burgstaller,burgstaller,fc schalke 04,austria,78,bundesliga,28,187,78,84,64,58,31,73,29,69,17,81,73,80,66,74,77,83,65,12,73,72,80,62,73,75,62,69,80,62,73,29,78,42,77,right,74,91
german pezzella,pezzella,fiorentina,argentina,78,calcio a,26,186,77,58,35,54,77,66,79,47,78,78,47,81,31,32,47,75,46,76,51,60,54,46,54,84,22,43,53,48,83,78,51,25,69,right,47,62
wahbi khazri,khazri,stade rennais fc,tunisia,78,ligue 1 conforama,27,182,75,77,75,69,49,80,61,74,26,68,76,74,80,65,77,68,76,30,84,76,81,80,78,44,77,79,77,67,52,43,78,83,72,right,79,68
andros townsend,townsend,crystal palace,england,78,premier league,26,181,71,70,83,67,31,79,21,86,39,59,85,58,82,59,84,62,73,27,77,75,82,71,79,48,71,77,72,72,52,33,75,76,68,left,82,76
borja gonzalez tomas,borja baston,malaga cf,spain,78,laliga santander,25,191,78,83,72,44,32,80,23,57,14,91,62,61,62,80,66,74,59,24,73,66,81,68,71,56,65,51,78,39,77,28,78,46,70,right,69,56
charlie austin,austin,southampton,england,78,premier league,28,188,78,83,77,46,37,74,47,64,31,80,67,67,65,72,69,76,56,22,71,59,83,59,69,82,61,56,82,55,81,40,79,43,78,right,66,72
teofilo gutierrez,gutierrez,junior fc,colombia,78,liga dimayor,32,178,77,81,72,69,26,83,25,66,13,76,65,77,76,75,65,74,74,20,76,77,78,67,79,80,76,73,80,74,73,26,78,63,82,right,78,68
enzo perez,perez,river plate,argentina,78,primera division,32,177,78,69,82,73,80,82,80,74,71,74,70,86,76,58,67,80,75,78,68,85,79,62,74,75,73,66,66,78,58,75,70,63,83,right,67,90
simone verdi,verdi,bologna,italy,78,calcio a,25,171,76,74,60,73,40,84,36,90,20,48,88,48,92,74,86,55,76,60,76,77,78,80,84,51,76,77,56,90,42,35,66,60,76,left,84,77
daniel caligiuri,caligiuri,fc schalke 04,italy,78,bundesliga,30,182,78,76,79,63,53,79,52,78,42,68,78,59,78,68,78,69,74,41,70,77,78,78,79,76,76,76,69,76,56,49,72,61,74,right,81,76
nicolas lodeiro,lodeiro,seattle sounders fc,uruguay,78,major league soccer,28,170,79,76,76,75,41,82,42,71,29,61,69,64,78,70,67,69,78,31,76,79,71,81,79,66,80,75,65,79,42,37,70,77,79,left,78,88
marco hoger,hoger,1. fc koln,germany,78,bundesliga,28,182,81,70,74,75,78,77,81,61,79,78,57,79,62,73,54,80,76,75,75,80,80,72,74,77,77,75,65,61,67,78,71,61,79,right,74,86
rogelio funes mori,funes mori,monterrey,argentina,78,liga bancomer mx,27,184,75,80,70,65,45,76,49,79,47,77,77,80,79,74,76,79,68,44,68,70,75,75,76,78,72,65,81,73,76,49,76,58,76,right,75,84
rodrigo moreno machado,rodrigo,valencia cf,spain,78,laliga santander,27,181,78,78,77,58,28,78,31,89,26,71,91,52,81,74,92,68,70,29,73,75,80,78,78,73,66,72,74,68,72,32,75,67,69,left,80,72
kara mbodj,mbodj,rsc anderlecht,senegal,78,belgium pro league,28,192,69,37,62,66,80,68,71,68,73,94,74,80,51,63,78,88,52,78,58,63,78,35,63,82,41,39,45,42,81,76,56,55,73,right,63,82
raul rodriguez navas,raul navas,real sociedad,spain,78,laliga santander,29,185,61,39,46,56,83,71,72,55,78,76,53,85,55,44,51,70,59,81,41,75,72,34,48,75,46,49,36,65,79,79,45,65,68,right,25,44
vincent aboubakar,aboubakar,fc porto,cameroon,78,liga nos,26,184,75,76,76,68,23,79,33,77,12,83,80,77,75,70,83,80,69,19,76,74,78,69,78,78,72,57,74,63,77,27,75,67,77,right,80,77
danilo luiz da silva,danilo,manchester city,brazil,78,premier league,26,184,79,75,67,69,77,77,81,75,72,79,78,74,73,72,80,79,71,78,72,76,85,74,74,75,63,71,61,65,68,76,70,76,69,right,73,83
john guidetti,guidetti,rc celta,sweden,78,laliga santander,25,185,76,78,81,53,26,83,34,65,20,82,65,75,65,77,65,75,65,25,80,70,85,68,76,68,60,67,79,58,67,30,80,80,78,right,76,62
andre filipe bras andre,andre andre,fc porto,portugal,78,liga nos,28,174,76,77,84,78,75,80,77,73,62,61,71,77,74,64,69,68,75,65,71,80,75,78,78,70,75,65,69,74,64,69,72,61,80,right,79,75
marco van ginkel,van ginkel,psv,holland,78,eredivisie,25,186,76,77,67,77,71,78,67,67,55,75,71,68,74,72,75,77,74,68,76,79,75,66,76,76,73,70,78,56,72,65,76,68,83,right,76,87
sebastian rode,rode,borussia dortmund,germany,78,bundesliga,27,179,77,69,51,72,78,73,80,72,76,75,68,84,72,55,65,80,70,78,65,75,75,51,73,78,71,69,55,75,66,77,62,57,74,right,72,86
nacer chadli,chadli,west bromwich albion,belgium,78,premier league,28,187,75,77,76,68,48,80,43,74,37,83,76,59,65,73,78,76,75,44,76,77,81,77,78,71,76,75,76,54,67,45,77,78,79,right,83,77
ismaily goncalves dos s.,ismaily,shakhtar donetsk,brazil,78,ukrayina liha,28,177,81,73,51,67,77,74,76,84,75,75,82,69,75,55,80,76,71,73,73,73,75,65,74,59,68,78,60,75,57,74,66,50,72,left,73,87
aissa mandi,mandi,real betis,algeria,78,laliga santander,26,184,76,67,35,73,76,73,80,66,75,74,68,69,78,36,69,72,73,84,49,76,52,67,69,82,68,78,41,64,83,78,46,49,74,right,64,70
milan badelj,badelj,fiorentina,croatia,78,calcio a,29,186,78,62,68,82,78,80,80,58,70,72,59,76,67,66,60,74,76,76,72,82,72,64,73,58,78,69,54,64,66,75,63,58,72,right,70,80
david lopez silva,david lopez,rcd espanyol,spain,78,laliga santander,28,183,72,59,50,64,81,76,78,58,75,83,60,77,52,56,62,81,66,76,64,79,77,48,67,74,68,53,65,57,69,77,66,46,67,right,64,81
gaston ramirez,ramirez,sampdoria,uruguay,78,calcio a,27,183,71,75,73,73,45,81,32,73,31,57,71,69,83,71,70,62,76,39,76,78,77,79,79,66,77,74,74,68,57,39,75,77,77,left,80,67
valentin eysseric,eysseric,fiorentina,france,78,calcio a,25,181,73,78,71,78,33,79,34,72,46,64,72,66,76,72,72,65,79,26,79,79,78,76,77,58,79,82,77,67,52,38,77,78,72,right,79,66
diego demme,demme,rb leipzig,germany,78,bundesliga,26,170,77,67,58,78,76,74,79,68,63,65,60,80,88,48,53,76,74,72,36,82,64,65,75,82,71,67,21,85,55,70,38,62,72,right,71,93
sergi darder moll,sergi darder,rcd espanyol,spain,78,laliga santander,24,180,76,74,55,80,66,82,69,59,62,68,55,71,76,54,51,66,76,69,67,82,74,67,79,53,82,65,56,77,50,64,63,55,81,right,77,62
leonardo bittencourt,bittencourt,1. fc koln,germany,78,bundesliga,24,171,76,69,61,71,55,78,52,89,54,48,84,72,92,66,79,62,75,55,62,79,70,77,81,72,74,73,65,89,45,53,65,70,72,right,82,78
mohamed elyounoussi,elyounoussi,fc basel,norway,78,raiffeisen super league,23,178,72,70,64,75,31,78,36,88,39,61,85,49,86,74,82,65,76,44,70,82,76,73,79,83,73,75,69,83,65,39,71,59,71,right,80,82
tonny vilhena,vilhena,feyenoord,holland,78,eredivisie,23,175,77,67,53,76,74,80,73,77,60,75,73,83,76,68,69,79,76,69,75,78,80,70,78,76,77,75,62,84,60,68,68,68,81,left,77,85
pavel kaderabek,kaderabek,tsg 1899 hoffenheim,czech republic,78,bundesliga,25,182,76,55,54,69,76,76,69,77,74,77,81,75,68,57,84,78,72,75,57,75,66,54,74,68,64,85,56,66,69,73,58,52,71,right,74,84
joao natailton ramos dos santos,joaozinho,fc krasnodar,brazil,78,russian football premier league,29,166,74,75,83,74,52,77,57,89,59,31,90,65,93,68,90,51,75,49,76,77,73,76,78,77,76,73,74,92,63,56,74,76,69,left,76,73
alejandro pozuelo melero,pozuelo,krc genk,spain,78,belgium pro league,26,172,76,74,66,68,52,82,62,62,47,50,59,52,76,62,57,57,76,40,76,83,64,77,79,59,83,64,64,82,39,50,67,72,82,right,77,75
konstantinos fortounis,fortounis,olympiacos cfp,greece,78,hellas liga,25,183,70,76,80,74,35,79,32,73,38,66,75,63,81,71,77,66,76,38,77,78,74,78,78,61,76,73,72,64,57,38,74,78,75,right,80,71
m'baye niang,niang,torino,france,78,calcio a,23,184,70,82,70,57,24,82,30,86,16,70,89,50,83,72,92,67,69,20,74,72,86,68,81,69,75,67,70,65,64,26,75,66,70,right,84,73
emiliano sala,sala,fc nantes,argentina,78,ligue 1 conforama,27,187,78,79,68,64,48,79,61,56,28,82,62,74,63,75,67,82,64,38,72,74,79,68,74,74,58,57,79,55,79,47,77,41,80,right,73,92
raul jimenez,jimenez,sl benfica,mexico,78,liga nos,26,187,79,82,87,67,36,77,41,75,29,81,76,80,76,80,77,80,69,28,69,71,78,70,74,70,71,69,75,51,82,39,76,45,74,right,74,81
benjamin mendy,mendy,manchester city,france,78,premier league,23,185,76,70,40,68,76,76,76,79,73,81,82,75,68,20,84,79,70,78,63,76,68,77,75,69,58,82,33,71,64,74,48,29,70,left,76,82
marcel sabitzer,sabitzer,rb leipzig,austria,78,bundesliga,24,177,77,81,65,64,33,80,40,87,23,74,83,69,79,74,79,76,71,19,78,77,83,72,78,77,73,67,77,83,52,32,78,63,72,right,76,84
takashi inui,inui,sd eibar,japan,78,laliga santander,29,169,67,71,51,67,39,83,44,87,30,51,83,49,94,62,79,58,73,31,77,75,68,85,86,63,74,70,68,93,41,37,69,65,76,right,88,77
james ward-prowse,ward-prowse,southampton,england,78,premier league,23,173,74,62,80,82,65,81,65,67,55,61,66,67,74,51,65,67,84,62,70,83,74,88,75,68,82,88,61,79,57,61,66,83,79,right,71,77
lucas castro,castro,chievo verona,argentina,78,calcio a,28,180,76,75,68,76,68,82,73,78,58,68,78,59,78,67,78,68,78,68,74,80,77,76,80,66,77,78,58,78,58,65,67,68,77,right,80,77
ben davies,davies,tottenham hotspur,wales,78,premier league,24,182,73,60,54,68,80,77,76,76,80,73,75,67,72,37,74,73,71,81,48,75,60,64,74,70,70,76,55,65,66,78,54,48,73,left,73,80
dominique heintz,heintz,1. fc koln,germany,78,bundesliga,24,189,77,26,41,70,83,59,76,55,78,84,62,70,53,26,68,77,64,77,28,75,49,48,53,67,65,51,23,49,79,79,30,32,69,left,46,69
pedro bigas rigo,bigas,ud las palmas,spain,78,laliga santander,27,181,71,61,48,60,77,66,78,71,78,70,72,89,65,44,73,76,60,78,47,74,62,46,56,77,35,68,49,66,80,78,52,43,70,left,44,77
mitchell weiser,weiser,hertha bsc,germany,78,bundesliga,23,176,78,74,58,68,74,83,75,85,68,66,84,69,85,59,84,70,75,74,61,79,58,69,83,67,79,78,63,78,65,72,62,52,77,right,85,79
jesse lingard,lingard,manchester united,england,78,premier league,25,175,75,79,65,65,46,82,53,84,52,61,83,66,85,64,83,67,72,44,80,75,76,74,80,65,74,72,72,84,61,50,74,56,75,right,79,79
matthias ginter,ginter,borussia monchengladbach,germany,78,bundesliga,24,188,76,55,67,74,79,72,78,54,76,81,64,68,56,53,72,75,71,77,56,74,78,58,64,65,68,73,51,49,83,78,58,51,68,right,61,72
guido pizarro,pizarro,sevilla fc,argentina,78,laliga santander,28,186,72,67,60,72,77,74,80,64,72,80,60,87,61,62,56,84,71,77,65,80,66,66,70,71,71,62,59,54,60,74,62,54,77,right,69,91
bertrand traore,traore,olympique lyonnais,burkina faso,78,ligue 1 conforama,22,181,80,75,66,69,26,86,39,85,30,64,88,52,86,75,90,64,70,23,67,70,70,75,84,75,72,68,68,72,59,33,69,65,73,left,85,73
gerard moreno balaguero,gerard moreno,rcd espanyol,spain,78,laliga santander,25,180,81,80,73,56,41,78,40,69,42,68,66,41,70,75,64,63,65,41,70,75,77,70,76,72,58,61,81,69,76,45,77,56,70,left,76,68
abdoulaye doucoure,doucoure,watford,france,78,premier league,25,182,73,73,45,74,79,80,78,62,70,83,66,77,60,67,69,81,73,73,74,82,75,41,76,71,77,68,70,67,66,74,71,42,70,right,78,81
andreas samaris,samaris,sl benfica,greece,78,liga nos,28,189,72,59,66,69,80,75,82,59,75,86,60,90,60,55,60,84,69,74,71,75,77,58,70,75,64,63,58,58,78,78,65,73,68,right,70,78
filip kostic,kostic,hamburger sv,serbia,78,bundesliga,25,184,76,73,67,60,26,80,32,89,29,74,88,65,76,68,87,72,72,43,69,71,77,79,80,66,72,80,64,72,48,32,68,75,77,left,83,74
kevin wimmer,wimmer,stoke city,austria,78,premier league,25,187,78,30,35,70,81,67,78,55,78,80,59,76,59,27,62,74,61,78,25,74,40,24,65,71,59,52,21,61,76,79,27,28,72,left,63,63
bruno da silva peres,bruno peres,roma,brazil,78,calcio a,28,178,75,74,70,66,76,80,74,89,73,69,91,67,83,73,92,75,71,79,75,76,85,69,80,69,63,76,53,83,60,73,67,59,75,right,80,93
alexander szymanowski,szymanowski,cd leganes,argentina,78,laliga santander,29,174,72,75,70,63,42,74,28,91,33,60,88,55,84,66,86,62,72,45,68,74,68,69,77,56,76,78,77,87,67,39,72,57,71,left,78,74
paulo andre rodrigues oliveira,paulo oliveira,sd eibar,portugal,78,laliga santander,27,187,76,30,45,49,81,65,79,67,78,83,68,71,54,36,68,79,50,76,29,69,61,33,62,87,41,36,25,53,77,79,35,29,67,right,60,75
carles gil pareja,carles gil,rc deportivo,spain,78,laliga santander,25,170,76,74,69,78,43,80,40,70,36,55,70,41,75,71,70,55,78,39,66,81,63,76,79,60,77,79,72,75,34,39,69,58,72,left,81,66
pedro miguel martins santos,pedro santos,columbus crew sc,portugal,78,major league soccer,29,173,76,77,65,64,28,79,34,88,23,52,87,39,85,64,87,57,73,26,74,73,76,80,80,72,74,76,73,81,62,31,73,74,75,left,80,79
roberto gagliardini,gagliardini,inter,italy,78,calcio a,23,188,78,70,41,74,78,78,79,71,70,71,70,71,65,69,70,74,73,76,75,80,75,70,75,65,78,64,55,63,76,75,64,39,75,right,76,85
iuri jose picanco medeiros,iuri medeiros,sporting cp,portugal,78,calcio a,23,174,73,72,79,72,31,79,30,84,21,41,79,67,88,73,75,56,78,26,79,78,77,88,82,61,77,79,73,92,45,29,75,82,79,left,82,76
hernani jorge santos fortes,hernani,fc porto,portugal,78,liga nos,26,178,79,79,68,65,19,79,21,92,14,59,91,42,86,68,91,59,70,23,67,73,70,75,80,62,64,75,68,69,55,22,69,59,78,left,81,73
niklas stark,stark,hertha bsc,germany,78,bundesliga,22,190,73,62,39,67,79,72,79,75,78,78,77,76,61,48,78,77,66,76,55,77,66,43,67,55,72,54,50,63,80,78,54,35,65,right,65,82
divock origi,origi,vfl wolfsburg,belgium,78,bundesliga,22,185,76,80,65,59,24,75,28,82,30,82,83,69,75,70,84,77,68,18,69,75,77,54,75,75,71,69,79,61,73,31,76,40,70,right,77,74
diego laxalt,laxalt,genoa,uruguay,78,calcio a,25,178,70,68,49,74,53,78,42,86,53,60,88,65,82,49,90,69,73,57,66,78,70,61,77,65,68,77,64,77,43,50,64,60,76,left,77,92
alan ruiz,ruiz,sporting cp,argentina,78,primera division,24,183,75,71,69,81,33,84,30,61,29,75,62,48,72,83,63,68,80,31,86,80,88,75,83,55,83,78,77,72,63,34,81,74,83,left,86,74
dario benedetto,benedetto,boca juniors,argentina,78,primera division,27,175,75,81,68,65,27,73,28,78,25,72,81,64,76,71,84,72,65,27,80,67,82,67,74,88,69,61,80,66,75,31,79,57,74,right,74,77
duvan zapata,zapata,sampdoria,colombia,78,calcio a,26,186,74,78,64,38,24,76,20,69,20,90,73,58,64,76,76,78,52,22,64,64,86,46,72,79,47,44,81,58,78,27,77,64,73,right,72,69
lucas alario,alario,river plate,argentina,78,bundesliga,25,178,69,85,73,48,27,78,22,73,25,80,72,72,71,72,71,78,59,20,62,69,76,49,75,91,65,48,83,72,81,30,76,43,74,right,75,75
ander capa rodriguez,capa,sd eibar,spain,78,laliga santander,25,173,73,76,54,56,76,77,69,85,69,80,86,88,76,52,87,84,69,82,62,71,81,55,76,77,72,77,56,86,61,72,63,58,69,right,75,91
jose luis morales nogales,morales,levante ud,spain,78,laliga santander,30,180,73,74,68,63,54,77,58,89,43,53,88,58,79,61,88,60,71,45,80,71,74,78,80,62,71,76,75,66,54,51,75,71,67,right,85,77
